antibody_id,antibody_name,mseq,patch_cdr_hyd,ens_charge,cdr_len,Fv_chml,patch_cdr_pos,patch_cdr_neg,patch_cdr_ion,pI_3D,patch_hyd,patch_pos,patch_neg,patch_ion,mass,r_gyr,r_solv,asa_vdw,asa_hyd,asa_hph,volume,mobility,dipole_moment,hyd_moment,debye,coeff_280,coeff_fric,coeff_diff,sed_const,eccen,zeta,zdipole,zquadrupole,helicity,strand,henry,E,affinity_VL_VH,amphipathicity,ASPmax,BSA_LC_HC,DRT,HI,hyd_idx,hyd_idx_cdr,hyd_strength,hyd_strength_cdr,Packing Score
GDPa1-144,motavizumab,144,441.37454,5.2279253,64,-0.70710862,296.89743,201.52287,498.42032,8.7164812,658.17389,792.20959,410.20139,1202.411,24.870771,17.985762,23.783855,11015.654,6073.3677,4566.4326,22992.592,2.6551025,352.09613,348.30084,9.6188574,48150,3.9900045e-011,1.0381241e-006,2.5878984e-013,0.49001768,4.7343626,8.227014e-016,0.29897472,3.7014854,46.142185,1.0840565,-1410.2003,-93.030998,0.59883332,0.51919305,725.54944,1.1330521,1.2280302,8.4329996,2.22,9.498292,6.6749301,2.1854303
GDPa1-145,muromonab,145,208.4801,7.0295649,63,1.1375787,368.37085,128.61331,496.98416,9.2114182,417.8432,770.48035,404.53363,1175.014,24.945801,17.893677,23.802023,11120.352,5673.4385,5055.3472,22834.129,7.4105744,400.56027,542.87976,9.6188574,60070,3.9930521e-011,1.0373149e-006,2.5936824e-013,0.48710597,13.213811,2.1703739e-015,0.80729842,2.7268088,45.953892,1.0841242,-1569.6345,-96.7901,0.57069021,0.41407752,739.42615,0.56219316,0.90356785,3.615,0.12800001,4.7040563,1.8124677,2.2477505
GDPa1-146,natalizumab,146,373.73074,4.8806834,67,0.80136997,334.12662,174.60965,508.73627,8.267416,656.62628,837.50049,426.7684,1264.2689,25.483429,17.830992,24.10573,11310.827,5722.3564,5159.7583,23476.584,3.3836088,267.26053,556.25452,9.6188574,54445,4.0440026e-011,1.0242555e-006,2.616224e-013,0.54586017,6.0271525,1.0158692e-015,0.34471831,2.8402181,49.931477,1.0852506,-2116.594,-101.05416,0.60407698,0.4875693,772.43536,0.94029981,1.2585313,5.2690001,2.4419999,6.4504142,2.3315353,2.1510823
GDPa1-147,necitumumab,147,255.43922,2.848856,66,0.57912976,168.73187,169.76062,338.49249,7.6587029,574.72876,578.25482,398.37195,976.62677,24.603201,18.012403,23.808289,11090.436,5894.2529,4811.3276,22667.01,0.23221567,304.85806,141.6447,9.6188574,50100,3.9941033e-011,1.0370509e-006,2.5574104e-013,0.46696365,0.4140228,3.4227484e-016,0.10737213,2.8050323,45.780529,1.0841475,-1592.6543,-81.171677,0.58478355,0.52764249,634.11078,1.3135613,0.4332445,9.9049997,2.431,6.9682002,3.5133226,2.1096692
GDPa1-148,nesvacumab,148,353.61996,3.2578604,67,1.2064531,165.05849,108.39581,273.45428,7.4687934,675.25549,626.62207,363.31207,989.93408,24.637207,17.883316,23.813955,11190.348,5921.7573,4829.8525,22734.27,-0.5104208,293.72119,335.50308,9.6188574,41620,3.9950539e-011,1.0368057e-006,2.5603394e-013,0.49104333,-0.91019291,2.5135136e-016,0.10974594,3.2383554,49.516529,1.0841684,-1961.5751,-82.927109,0.60941947,0.54644108,678.73712,1.3063834,1.1575453,8.3249998,2.928,8.705864,4.983552,2.1973999
GDPa1-149,nimotuzumab,149,387.0705,3.658993,73,-2.3686414,275.81552,181.5863,457.40179,8.2734776,681.76385,691.26147,427.69296,1118.9543,25.998554,18.047159,24.423492,11733.393,6088.8809,5205.8887,23857.705,2.5095694,220.0369,315.67682,9.6188574,51130,4.0973107e-011,1.0109243e-006,2.6343687e-013,0.56659979,4.4652853,6.5520132e-016,0.26876304,6.2875462,43.121197,1.0864244,-2053.4414,-85.962669,0.60363704,0.51097488,711.85083,1.0349332,1.5288086,4.7080002,1,8.6071043,4.972765,2.1451752
GDPa1-150,nivolumab,150,370.05994,4.6146212,58,0.72321969,259.6362,276.13837,535.7746,8.6573906,677.89026,731.54156,528.2901,1259.8317,24.174166,17.954199,23.683348,11173.347,5620.5127,5114.9414,22257.518,3.1336312,489.2319,375.80142,9.6188574,49640,3.973143e-011,1.0425354e-006,2.5261032e-013,0.43318835,5.5903125,9.1386289e-016,0.27267259,3.141674,46.363232,1.0836825,-2319.9014,-61.441185,0.61742651,0.4301759,501.293,0.69398659,0.68273038,3.6400001,-2.1930001,7.4889479,3.4354699,2.1087248
GDPa1-151,obexelimab,151,252.33617,1.9100794,71,1.9745517,268.67227,274.65192,543.32416,6.4830832,637.23956,633.98645,554.92725,1188.9137,25.826252,18.061949,24.178759,11449.694,6020.5791,5009.4482,23805.77,-1.1912695,445.5162,401.20462,9.6188574,49070,4.0562539e-011,1.0211544e-006,2.643392e-013,0.52004141,-2.1212566,3.6904447e-016,0.12806268,1.7837685,46.57803,1.0855209,-1909.9474,-110.96734,0.61077833,0.53075683,845.67188,1.2250353,1.0857809,8.632,2.036,7.3934832,3.0298853,2.1824043
GDPa1-152,obiltoxaximab,152,393.93063,5.5802684,64,-0.31540233,308.79178,194.05267,502.84445,8.803586,644.37177,842.90503,502.22437,1345.1294,24.970728,17.979918,23.919216,11282.6,5618.1396,5233.5962,22963.092,3.9441907,189.44923,214.65247,9.6188574,52620,4.0127127e-011,1.032244e-006,2.5835822e-013,0.46708316,7.0300298,1.0715705e-015,0.36805001,4.420814,42.054089,1.0845593,-2239.5046,-86.079315,0.61008453,0.51199734,711.4837,1.0918517,1.2187599,2.9059999,1.136,8.4964743,5.5591879,2.2282004
GDPa1-153,obinutuzumab,153,473.93573,2.6292572,69,2.7567461,238.3735,315.1055,553.479,7.6026139,809.2688,699.27679,625.32477,1324.6016,25.367044,18.002922,24.145494,11466.267,6189.458,4844.4175,23457.24,-0.250267,408.7045,352.03815,9.6188574,55600,4.0506733e-011,1.0225614e-006,2.599968e-013,0.52761924,-0.44561756,3.6510977e-016,0.15715088,2.728569,43.636753,1.0853978,-1890.2694,-102.43334,0.60570884,0.54053563,733.85419,1.3417705,0.72798491,9.9139996,4.3460002,11.828295,5.9841938,2.1589639
GDPa1-154,ocrelizumab,154,395.76236,5.9330401,66,0.025592888,198.01878,101.7488,299.76758,8.5114145,695.59131,689.17279,306.10406,995.27686,25.086721,17.89822,23.843552,11109.377,5763.8569,4941.377,23108.174,2.7013195,302.35693,318.12555,9.6188574,57090,4.0000191e-011,1.0355149e-006,2.603808e-013,0.47918135,4.8158784,8.2635227e-016,0.23526761,3.2049892,46.038788,1.0842785,-1810.8337,-104.71738,0.58874273,0.54958165,832.11609,1.3897599,0.76284236,9.0220003,3.4590001,11.957225,7.3719616,2.1536024
GDPa1-155,ofatumumab,155,448.6741,3.982897,67,0.027434967,218.87878,176.06516,394.94394,7.8405886,712.77216,639.98627,439.31424,1079.3005,25.178663,17.949286,23.887764,11296.696,5849.7646,5014.8169,23188.902,1.2817626,460.56564,228.53841,9.6188574,54110,4.007436e-011,1.0335998e-006,2.6085181e-013,0.47862083,2.2849908,4.16284e-016,0.16454995,2.863595,46.252075,1.0844426,-2531.1914,-90.458145,0.61711615,0.5183906,734.35626,1.2123697,0.71533763,6.131,0.59500003,9.4226494,6.5596085,2.239325
GDPa1-156,olaratumab,156,534.0343,3.6135991,72,-0.33648545,237.80042,76.529076,314.3295,8.3091936,875.43365,562.34686,368.36624,930.71313,25.769011,18.226643,24.499987,11819.873,6234.4385,5163.4561,23712.688,2.5619428,160.09508,634.00787,9.6188574,64080,4.1101435e-011,1.0077703e-006,2.6029631e-013,0.56364429,4.5570149,7.8407135e-016,0.51586568,2.8805871,49.650517,1.0867062,-2038.244,-72.314499,0.60123724,0.52288026,553.20801,1.2233582,0.81086522,9.1499996,1.408,14.091533,9.4742527,2.1874433
GDPa1-157,oleclumab,157,335.41315,3.8629518,66,4.0914311,231.00945,154.89503,385.90448,8.2567291,592.33539,586.50891,375.42877,961.93768,24.255022,17.684954,23.64262,10940.563,5795.8315,4735.377,22298.32,3.051857,477.31442,397.10666,9.6188574,51130,3.966311e-011,1.0443142e-006,2.5388768e-013,0.4536159,5.4449654,9.745023e-016,0.32006383,3.6328392,42.951332,1.0835311,-2311.3193,-106.45292,0.60412705,0.47480053,818.69855,0.96261138,0.66024011,5.6469998,0.39199999,8.5764713,4.3591046,2.2112458
GDPa1-158,olokizumab,158,403.67462,-0.032851364,65,-0.14028877,111.56326,353.51273,465.07599,5.3832145,696.49597,581.67926,567.1485,1148.8278,25.063486,17.937071,23.851753,11241.313,5733.2383,5078.1064,23000.959,-2.9115014,330.11765,631.8938,9.6188574,46090,4.001395e-011,1.0351508e-006,2.600482e-013,0.48794585,-5.1905494,8.8245994e-016,0.16817662,3.506536,46.867714,1.084309,-2334.8525,-85.848846,0.6118902,0.49191862,690.97021,1.0646243,0.65790534,5.6669998,0.69300002,9.2206545,4.5825768,2.144383
GDPa1-159,omalizumab,159,320.77679,-0.74361891,70,5.2025466,136.70506,382.15222,518.8573,5.8390789,631.54846,609.02716,584.19238,1193.2195,25.455147,17.886387,23.925533,11233.319,5725.8911,5097.2432,23337.822,-4.0166574,558.38379,589.46167,9.6188574,56965,4.0137726e-011,1.0319736e-006,2.6330126e-013,0.4944686,-7.1586871,1.2602086e-015,0.34847751,2.6402574,46.413353,1.0845827,-2057.6428,-101.49343,0.6090765,0.47668934,754.98511,0.90199143,1.0982507,4.8579998,-0.505,8.5736322,4.4309139,2.1919363
GDPa1-160,omburtamab,160,350.9136,1.7959229,63,1.6793447,219.41238,199.45372,418.86609,7.1199288,619.47943,586.0166,576.46765,1162.4843,24.726349,17.891375,23.783895,11164.728,5779.4741,4977.1626,22753.559,-1.042052,327.83728,160.49448,9.6188574,49640,3.9900111e-011,1.0381125e-006,2.5728421e-013,0.46578494,-1.8578335,4.9929284e-016,0.13275105,3.62275,45.017372,1.0840567,-1618.6871,-88.080444,0.60395235,0.45295733,696.72559,0.85232931,0.54194087,4.869,1.772,6.1677728,2.3395593,2.2761176
GDPa1-161,onartuzumab,161,415.61365,3.9764924,70,-3.9238434,261.84158,220.06709,481.90869,7.9428306,731.62372,715.78589,416.44727,1132.2332,25.798605,18.013777,24.092699,11300.151,5788.5913,5093.5557,23745.748,1.484616,217.98828,399.67795,9.6188574,64080,4.0418165e-011,1.0248051e-006,2.6500023e-013,0.51873106,2.6446447,4.4096196e-016,0.22942668,3.1806304,44.400196,1.0852023,-1911.0686,-104.86574,0.60003453,0.50489128,775.88593,1.1175798,0.80463308,7.875,2,9.5900869,5.5904126,2.1527777
GDPa1-162,opicinumab,162,383.09424,-0.092479184,64,-3.9575369,142.54886,270.85324,413.4021,5.5704985,648.11224,517.67975,528.61877,1046.2985,24.583372,18.020931,23.605314,11106.594,5767.2236,4905.4634,22584.418,-2.7545614,338.18738,257.11172,9.6188574,44140,3.9600521e-011,1.0459643e-006,2.577312e-013,0.42698571,-4.9150586,8.2763288e-016,0.22371753,2.2011826,46.612286,1.0833921,-2210.3828,-67.437141,0.61182791,0.44014308,619.40021,0.76391917,0.61713535,5.6240001,0.146,6.5638556,5.000176,2.2766082
GDPa1-163,orticumab,163,272.16342,6.6677508,70,1.2768043,264.97195,68.239296,333.21124,9.3326454,533.492,667.4422,302.55588,969.99811,24.528217,17.749525,23.774742,11055.922,5825.543,4817.6738,22539.012,5.7150936,507.1243,360.4006,9.6188574,55140,3.9884755e-011,1.0385136e-006,2.5532121e-013,0.48223481,10.19138,1.8925645e-015,0.462001,3.6122537,40.995617,1.0840228,-2016.3679,-100.29749,0.58581513,0.48244247,793.44684,0.9008497,1.3134835,5.9499998,1.337,10.203707,5.838779,2.1938946
GDPa1-164,osocimab,164,391.79111,-1.1662687,65,2.9154131,81.645233,323.8508,405.49603,5.1946063,653.92084,559.39996,522.28296,1081.683,24.439001,17.799458,23.570135,10976.035,5751.127,4812.7759,22403.375,-3.9782622,540.74554,240.56306,9.6188574,43110,3.9541505e-011,1.0475255e-006,2.5660008e-013,0.46425581,-7.099216,1.1365548e-015,0.34353685,2.9343963,44.922325,1.083261,-2019.9619,-86.891861,0.59448284,0.50329173,657.96234,1.077292,0.99238467,6.3730001,1.882,6.6453371,3.91135,2.141767
GDPa1-165,otelixizumab,165,318.25259,1.0718086,66,8.747592,258.65601,257.82983,516.48584,6.2300725,724.54547,611.74176,495.20569,1106.9474,25.193014,17.927319,24.081289,11361.115,5784.5542,5136.0718,23150.357,-1.3914372,549.68671,703.09344,9.6188574,41620,4.0399024e-011,1.0252938e-006,2.5890309e-013,0.4580313,-2.4784343,4.8982195e-016,0.14347266,3.8033228,44.454395,1.0851601,-2417.8367,-92.184013,0.62923735,0.49011588,777.74445,0.94045633,1.3497658,4.8639998,-0.86299998,9.6506844,3.8787203,2.1977797
GDPa1-166,otlertuzumab,166,458.00464,3.8956401,61,5.8869185,291.10266,231.08733,522.19,7.9116073,839.74188,744.66016,541.91449,1286.5746,24.539055,18.064693,23.882647,11276.367,6168.2412,4709.3481,22658.35,1.1773921,452.85373,430.60638,9.6188574,54110,4.0065781e-011,1.0338201e-006,2.5427962e-013,0.45765859,2.098896,3.9198099e-016,0.15831992,2.8903518,43.80275,1.0844237,-1491.4698,-84.834824,0.59786874,0.52478081,675.88397,1.1687165,1.2128474,7.559,0.72299999,12.593924,9.0890455,2.1317141
GDPa1-167,ozanezumab,167,631.56085,5.6735396,63,-0.16414247,291.10764,198.34793,489.45557,8.930891,919.68097,753.435,431.32111,1184.7561,24.835814,18.368029,24.31329,11782.301,6378.8579,4983.0864,22953.553,4.1429896,162.0856,493.89108,9.6188574,47120,4.078823e-011,1.0155102e-006,2.5279667e-013,0.47318953,7.3741441,1.2011714e-015,0.62554854,3.0345099,42.904926,1.0860178,-1895.4821,-62.092293,0.59780991,0.50776875,526.4375,1.1577696,0.66374123,6.6160002,1.097,12.880532,8.7678204,2.1439037
GDPa1-168,palivizumab,168,401.53134,5.5890689,64,-0.32345238,252.74586,176.07985,428.82571,8.8169775,662.52075,767.75568,389.75821,1157.5139,24.828333,17.752188,23.673836,10891.984,6092.063,4431.8403,22960.689,4.334507,353.18173,240.77469,9.6188574,53650,3.9715474e-011,1.0429388e-006,2.5954651e-013,0.50426197,7.7323627,1.1331475e-015,0.53313482,3.5868523,48.659657,1.0836474,-1395.9695,-85.94416,0.58934653,0.45328724,683.57959,0.85286129,0.55064034,9.3319998,2.6359999,9.3680973,6.670032,2.148284
GDPa1-169,pamrevlumab,169,335.29367,4.0456643,65,0.071901701,115.88978,154.33299,270.22275,7.8725138,715.90259,599.0246,438.0264,1037.051,24.356079,17.958237,23.635271,11233.625,5882.3564,4910.3628,22330.957,1.5409102,291.8692,227.49904,9.6188574,47120,3.9650779e-011,1.044646e-006,2.5502647e-013,0.4932256,2.748956,6.0797569e-016,0.21819688,2.8719993,47.983505,1.0835036,-1798.5933,-75.55529,0.5856688,0.48566553,619.91064,1.0229026,0.68593705,6.1950002,2.2,11.604296,5.096137,2.1904151
GDPa1-170,panitumumab,170,160.16948,0.13467294,64,3.5507898,165.19238,260.85172,426.0441,6.094779,476.97552,593.44592,497.17728,1090.6233,24.58938,17.831213,23.555338,10786.932,5566.231,4835.4395,22637.092,-3.1989408,437.92163,340.84656,9.6188574,44140,3.9516682e-011,1.0481742e-006,2.583389e-013,0.45259866,-5.7085624,9.4178872e-016,0.32188675,2.478539,47.902786,1.0832059,-1539.3126,-76.788948,0.60196632,0.43767071,619.6897,0.75391221,0.5886516,7.04,-0.12899999,4.9714522,1.4972399,2.1734734
GDPa1-171,panobacumab,171,347.02625,5.1446881,66,-0.82012224,247.8454,253.8284,501.6738,8.3006144,712.98181,680.47101,440.14926,1120.6202,25.263256,17.914459,23.912706,11281.438,5804.5854,5034.9863,23205.547,2.6128614,141.99039,699.2121,9.6188574,52620,4.0116205e-011,1.0325274e-006,2.6145663e-013,0.49203402,4.6572361,7.6943393e-016,0.27262044,1.669594,46.173862,1.0845351,-2661.6941,-95.212975,0.62336338,0.48328492,723.62592,0.99348027,0.77915996,3.664,-0.56300002,8.8530941,2.8789604,2.3068566
GDPa1-172,parsatuzumab,172,397.40884,2.9986193,73,-6.853456,229.43507,312.32455,541.75958,7.6419301,691.97729,713.82965,535.92438,1249.754,26.093885,18.203243,24.444925,11888.982,6201.3569,5233.8667,24026.494,1.4674394,447.90912,357.1384,9.6188574,46090,4.1009064e-011,1.0100374e-006,2.6417087e-013,0.5380103,2.6109743,6.751391e-016,0.24936435,2.8757312,46.900452,1.0865034,-2197.9363,-78.122971,0.62137389,0.50345808,680.48877,1.1270661,0.69490486,4.4180002,-0.226,11.847489,7.002883,2.1285875
GDPa1-173,patritumab,173,403.3389,3.7020645,68,3.7782624,258.53729,143.43369,401.97101,8.317215,834.70953,664.93713,462.88629,1127.8235,25.643005,18.276943,24.46637,11807.695,6156.1577,5220.5317,23633.449,2.9860945,416.08502,688.88788,9.6188574,72100,4.1045035e-011,1.0091538e-006,2.5937911e-013,0.50909758,5.3122344,8.9340948e-016,0.41548416,1.694038,37.951561,1.0865823,-1667.8116,-98.060379,0.60869557,0.49519497,726.94354,1.0287372,0.9953379,6.6939998,-0.51200002,10.375639,4.6020761,2.1701777
GDPa1-174,pembrolizumab,174,424.4704,3.5897453,69,1.6624298,267.98325,179.97003,447.95328,8.2248726,782.11603,670.61548,482.23029,1152.8458,25.507517,18.017429,24.168449,11465.987,6126.8184,4927.0107,23512.621,2.4161999,343.32739,431.45898,9.6188574,46090,4.0545244e-011,1.0216046e-006,2.6119192e-013,0.52130139,4.3026881,8.2234548e-016,0.25999951,4.1510968,44.144951,1.0854826,-2247.311,-86.048264,0.60764605,0.49408272,657.40594,1.0251833,0.97674263,6.8699999,0.64600003,11.779785,6.5307112,2.1174414
GDPa1-175,pertuzumab,175,422.40421,3.8854523,64,-2.0514638,284.51819,150.99818,435.51636,8.0714779,720.13605,721.40259,351.69083,1073.0934,24.90336,17.833729,23.780329,11102.628,5844.4707,4845.7246,22956.74,2.4099717,299.04636,166.868,9.6188574,47580,3.989413e-011,1.038277e-006,2.5916712e-013,0.46028703,4.2975721,7.475223e-016,0.18607582,2.7611723,44.994011,1.0840434,-2207.4497,-102.88862,0.60902476,0.57734042,743.47882,1.5890945,0.55228955,8.7600002,3.132,9.0280256,3.5341959,2.1742196
GDPa1-176,pidilizumab,176,413.37372,4.6696653,61,-7.2136245,206.44218,236.61531,443.0575,8.311924,798.61139,647.76239,478.52921,1126.2916,24.446051,18.015612,23.768122,11119.65,5926.48,4763.3169,22542.131,2.7481432,319.14474,118.90645,9.6188574,51130,3.987365e-011,1.0388002e-006,2.5453617e-013,0.45512381,4.900825,7.8368272e-016,0.25263339,2.0208457,42.161285,1.0839981,-1600.9529,-84.976524,0.59378904,0.53378272,696.95764,1.3480357,0.44531918,8.1780005,-0.42199999,14.871503,6.6069369,2.1981773
GDPa1-177,pinatuzumab,177,301.19144,3.9630432,70,-4.0036674,277.68488,226.08333,503.76822,7.9057899,609.13635,741.31879,427.45789,1168.7766,25.531395,17.982365,24.123592,11360.883,5824.2275,5108.2632,23478.398,1.8533731,305.85818,386.88406,9.6188574,56630,4.0469992e-011,1.0234972e-006,2.6192077e-013,0.51638466,3.3011155,6.7694831e-016,0.26210281,3.3050253,45.41431,1.0853167,-2227.6958,-88.143486,0.61286104,0.49497852,733.79791,1.0815486,0.66548097,5.2930002,-0.133,8.8310995,4.7805138,2.1810243
GDPa1-178,plozalizumab,178,480.44897,5.9727831,67,1.93951,327.92783,266.54742,594.47522,8.5009871,814.99731,791.55359,475.97635,1267.5299,25.254103,18.126043,24.138706,11596.229,6137.2441,5032.0513,23323.48,3.0167251,233.82503,520.69495,9.6188574,45630,4.0495347e-011,1.0228517e-006,2.5891271e-013,0.4813334,5.372838,8.7757383e-016,0.25057828,3.8177972,46.129486,1.0853727,-2336.8469,-64.258835,0.62214833,0.46486828,557.47552,0.82496136,1.1400094,5.8270001,1.359,11.628805,6.1346354,2.2034895
GDPa1-179,polatuzumab,179,310.6488,-3.0806279,66,3.0028582,130.88843,491.7225,622.6109,5.0533986,623.42529,588.44623,695.104,1283.5503,24.797606,17.893421,23.857315,11166.444,5696.1655,5044,22787.943,-6.3240728,663.46283,370.5629,9.6188574,45630,4.0023283e-011,1.0349187e-006,2.5723182e-013,0.47647187,-11.274096,1.7929511e-015,0.64266276,2.6654871,48.377087,1.0843296,-2077.4021,-93.038826,0.61725205,0.46570498,733.16248,0.83705354,1.0965664,4.7160001,-0.54000002,5.8883381,2.0831251,2.1481481
GDPa1-180,ponezumab,180,461.94638,5.6385884,66,-0.34879658,287.49365,196.12691,483.62057,8.7711649,695.70032,735.61261,432.86517,1168.4778,25.262741,18.115257,24.244467,11534.667,6114.4175,4987.2017,23349.904,4.1054277,136.72487,327.10062,9.6188574,46090,4.0672771e-011,1.0183853e-006,2.578703e-013,0.52915162,7.309155,1.1389377e-015,0.6499089,2.8841283,44.625237,1.0857638,-2193.0481,-75.527733,0.612854,0.52631289,644.99591,1.1290948,1.5099072,6.4569998,3.4389999,10.162957,7.3699131,2.1223738
GDPa1-181,prasinezumab,181,462.27921,6.9321146,67,-4.9743629,255.91211,108.35089,364.263,8.8340187,775.73566,716.34454,350.21213,1066.5566,24.783634,18.079231,24.095251,11484.482,5958.2925,5097.6045,22882.191,3.5297129,142.12311,297.89529,9.6188574,50100,4.0422447e-011,1.0246943e-006,2.5454701e-013,0.52035576,6.287406,1.0869593e-015,0.53608251,4.2534781,47.734909,1.0852119,-1912.7534,-82.333824,0.59429324,0.50203353,610.01306,1.1885132,0.26865858,8.7919998,3.3640001,10.750102,6.5738239,2.1857595
GDPa1-182,prezalumab,182,531.38275,2.8501134,66,-1.0586064,175.61136,195.18317,370.79453,7.4291506,853.43298,652.68182,465.6525,1118.3344,25.135889,17.993589,23.822441,11232.845,5936.7256,4868.8125,23161.088,-0.188987,241.49106,337.69623,9.6188574,58120,3.9964778e-011,1.0364392e-006,2.6112405e-013,0.51901317,-0.33694592,2.4010441e-016,0.080315635,2.3686142,46.065388,1.0841999,-2176.0889,-95.895958,0.61251658,0.53539348,739.20599,1.2666792,0.99970734,6.612,2.4489999,13.69565,8.8148241,2.1213918
GDPa1-183,prolgolimab,183,360.11633,5.5702381,74,-0.20329748,199.2428,138.68175,337.92456,9.3498716,728.89282,582.4599,270.20551,852.66541,25.25103,17.960529,24.233305,11383.494,6137.3892,4813.7686,23256.861,6.2053986,256.55557,708.77142,9.6188574,62130,4.0654046e-011,1.0188621e-006,2.5787144e-013,0.50318861,11.048502,1.9229704e-015,0.52855718,4.4678912,44.033039,1.0857224,-2513.9512,-106.68817,0.58945048,0.57292914,795.99011,1.5711896,0.50177324,7.6620002,-0.052000001,11.282253,4.7713847,2.1438143
GDPa1-184,quilizumab,184,468.51611,1.9425969,67,-8.1035414,165.63255,258.33728,423.96985,7.0787673,798.31384,601.401,458.98795,1060.3889,25.226042,17.890936,23.963747,11246.779,5894.1968,4933.981,23227.707,-0.74604106,248.63765,389.05939,9.6188574,52620,4.0201831e-011,1.030326e-006,2.6051486e-013,0.50109071,-1.3293194,3.0799201e-016,0.083647773,2.7068484,47.611862,1.0847244,-2216.2087,-82.265785,0.61376137,0.50145608,710.69647,1.0158199,1.3007606,7.1680002,2.1289999,10.137962,5.2140241,2.1556795
GDPa1-185,racotumomab,185,280.25076,-0.21093732,66,-0.19442189,325.22333,226.81001,552.03333,6.1609631,456.25824,748.82269,568.81989,1317.6426,25.504566,17.802748,23.957008,11100.857,5458.1558,5219.6934,23393.225,-2.7110071,354.34604,415.59143,9.6188574,57090,4.0190528e-011,1.0306135e-006,2.6346476e-013,0.5092839,-4.8309584,8.7101504e-016,0.21711361,4.0039382,47.12579,1.0846995,-2023.299,-102.19601,0.61718267,0.4825021,798.43231,0.9990899,0.71661621,2.707,0.347,6.0401177,4.1243281,2.2039876
GDPa1-186,radretumab,186,354.03885,4.8780465,62,-0.97855258,180.76326,120.04378,300.80704,8.2891407,707.87756,592.05347,389.93161,981.98505,24.305922,17.848492,23.544708,10955.521,5701.0718,4835.6177,22408.52,2.1524417,246.71288,232.60638,9.6188574,40130,3.9498849e-011,1.0486596e-006,2.5547907e-013,0.43583933,3.8414588,6.7012837e-016,0.23952101,3.498507,47.809982,1.0831661,-2022.6481,-75.87114,0.60801023,0.47875196,610.89795,0.99197799,0.62422186,7.948,2.529,10.461361,5.8979454,2.2063534
GDPa1-187,ramucirumab,187,382.62299,4.9220209,61,0.96778357,152.84174,250.78246,403.62418,8.3156281,711.20209,674.90021,436.60251,1111.5027,24.080759,17.849527,23.576145,11052.921,5910.9834,4743.4087,22193.42,2.2892349,475.40475,261.85532,9.6188574,44140,3.9551588e-011,1.0472625e-006,2.5277518e-013,0.43842417,4.0848875,7.4224671e-016,0.1730262,3.0229454,46.399422,1.0832834,-1931.556,-74.880058,0.59907562,0.48455581,570.12811,1.0665582,0.37957114,7.7839999,1.313,10.053783,5.0732975,2.1777592
GDPa1-188,ranibizumab,188,498.7977,1.2339472,68,-0.7798602,169.33687,260.52283,429.85968,6.7213211,834.15277,615.77771,465.27374,1081.0514,25.514317,17.965643,24.065245,11383.715,6019.8193,4950.7471,23478.592,-1.4105159,325.03177,317.22144,9.6188574,65570,4.0372108e-011,1.0259887e-006,2.6238273e-013,0.50452644,-2.5129867,4.5393999e-016,0.19088212,3.930995,45.020393,1.0851005,-1687.5999,-94.569412,0.59838128,0.59495318,688.57526,1.5343645,1.5236132,9.8009996,3.4979999,15.34092,10.424732,2.1715508
GDPa1-189,relatlimab,189,346.32947,1.8125081,65,-0.10934305,233.51985,209.82436,443.34421,7.0730553,800.04895,626.24664,499.01547,1125.2621,25.150978,18.08655,24.229631,11737.298,6220.5962,5093.793,23180.906,-0.68355519,467.09781,590.4704,9.6188574,63620,4.0647884e-011,1.0190173e-006,2.5688878e-013,0.53008771,-1.2171332,3.9179054e-016,0.19003235,2.8086786,45.909992,1.0857089,-2082.8584,-84.670982,0.61601025,0.46960554,634.52026,0.92643815,0.6927436,7.8829999,-2.2609999,9.9252548,5.4693208,2.2846847
GDPa1-190,reslizumab,190,401.24826,1.8595058,61,-1.9997958,135.78398,216.8327,352.61667,6.8508587,712.0473,601.50342,415.61584,1017.1193,24.279964,17.76704,23.546072,10974.761,5823.0801,4756.8657,22353.6,-0.57997,272.09213,226.63239,9.6188574,50100,3.9501135e-011,1.0485904e-006,2.5518942e-013,0.44184521,-1.035068,2.4939098e-016,0.076571457,3.045073,47.120152,1.0831714,-2027.1129,-77.669861,0.59918517,0.5109058,604.74408,1.2148873,0.42902666,7.4710002,2.125,10.472932,6.2158041,2.1172695
GDPa1-191,rilotumumab,191,415.44635,4.8269901,66,-1.118223,214.92967,121.70002,336.62967,8.5243158,659.74286,645.37231,360.54407,1005.9164,25.035774,17.835083,23.718155,11008.585,5875.564,4744.3887,23112.121,3.2262375,175.53795,162.64339,9.6188574,62590,3.9789824e-011,1.0409838e-006,2.6122436e-013,0.47156537,5.7543707,1.0073214e-015,0.34921604,3.1223092,46.078629,1.0838124,-1796.4434,-85.291862,0.59692711,0.58597326,707.04608,1.5725667,0.96558863,10.843,3.9560001,11.350271,8.276825,2.238169
GDPa1-192,rinucumab,192,310.09183,5.978096,68,4.0192184,262.96533,61.232948,324.19827,8.79953,664.46442,686.68195,380.76929,1067.4513,25.167437,18.096731,24.066071,11318.1,6003.4063,4903.8506,23268.051,3.1059337,457.61847,404.71622,9.6188574,54110,4.0373493e-011,1.0259425e-006,2.5880383e-013,0.47422898,5.5330153,1.0104694e-015,0.26345086,2.8498397,42.869473,1.0851038,-1716.1362,-79.109764,0.6077407,0.47597015,629.63141,0.9570024,0.73678261,9.6599998,2.1919999,7.7466049,4.4219012,2.1831009
